row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,ProcessBlank_1.mzXML Peak area,ProcessBlank_2.mzXML Peak area,Marathon_LyphilizedFilter_2.mzXML Peak area,Marathon_LyphilizedFilter_1.mzXML Peak area,Unnamed: 17
4638,311.1614441240163,2.5182624,area,,,,185.0,,,,,,,5363.9883,2682.3284,2306.6135,3987.4448,
31290,311.1617201606728,20.160007,area,,,,185.0,,,,,,,1202.0917,1389.7444,2024.177,3009.606,
22491,311.18310577121065,12.521391,area,,,,185.0,1740.0,[M+H]+,,4.0,22477;22490;22491;22478,310.17578,2707.0906,2790.0217,26616.457,26575.836,
21707,311.217993272696,11.773967,area,,,,185.0,,,,,,,0.0,24.246588,9322.393,8093.6343,
18985,311.21883228174875,9.346075,area,,,,185.0,1517.0,[M+H-H2O]+,,3.0,19028;18985;19000,328.22283,0.0,0.0,8249.577,13871.837,
17784,311.2196281675829,8.435101,area,,,,185.0,1422.0,[M+H]+,,2.0,17658;17784,310.21242,0.0,0.0,5700.723,13016.942,
2489,311.92687246870423,1.545125,area,,,,185.0,187.0,[M+Na]+,,3.0,2489;2492;2520,288.93759,0.0,0.0,2829.4429,2635.6172,
4301,312.15362300148934,2.145525,area,,,,185.0,491.0,[M+H]+,,2.0,4326;4301,311.14588,0.0,0.0,5130.119,5637.8887,
4330,312.1896691562247,2.1797416,area,,,,185.0,499.0,[M+H]+,,2.0,4330;4331,311.1823,0.0,0.0,4660.7583,4463.2505,
27095,312.25222898193704,16.670233,area,,,,185.0,2049.0,[M+NH4]+,,2.0,27095;27116,294.21805,17.185013,19.654722,913.26996,685.11536,
35145,312.32341683685246,24.309017,area,,,,152.0,,,,,,,0.0,0.0,401.42697,758.987,
6106,313.1007312872412,3.0213418,area,,,,185.0,705.0,[M+H]+,,2.0,6107;6106,312.09377,0.0,0.0,10328.948,12642.689,
16563,313.12306115432057,7.661892,area,,,,185.0,1346.0,[M+Na]+,,3.0,16536;16562;16563,290.13395,0.0,0.0,686.2016,437.4861,
14702,313.1231718048588,6.6301885,area,,,,185.0,1239.0,[M+Na]+,,3.0,14701;14702;14731,290.13445,0.0,17.377815,15122.532,15852.788,
27495,313.14143371036243,17.05652,area,,,,185.0,2088.0,[M+H]+,,2.0,27495;27494,312.13406,569.8806,676.2273,342.78534,280.4912,
20352,313.17411458673445,10.499675,area,,,,185.0,1594.0,[M+Na]+,,2.0,20358;20352,290.18562,20.427649,122.46411,3512.8494,3362.073,
22395,313.17437138765496,12.572355,area,,,,185.0,,,,,,,26.0376,20.046066,3740.8972,4290.5884,
23985,313.1745574856204,14.012329,area,,,,185.0,1843.0,[M+Na]+,,2.0,24000;23985,290.18562,26.711735,25.05269,2930.7732,3109.2659,
26530,313.23307065798315,16.155075,area,,,,185.0,2009.0,[M+Na]+,,2.0,26530;26529,290.2435,899.3912,828.446,2455.7134,1900.9727,
18637,313.23511055439474,9.036833,area,,,,185.0,1486.0,[M+H-H2O]+,,4.0,18637;18647;18642;18641,330.23792,0.0,0.0,6167.086,6302.9844,
11669,313.2352618559666,5.4171333,area,,,,185.0,1128.0,[M+H-H2O]+,,2.0,11669;11666,330.23835,21.298323,0.0,1783.5269,1351.6333,
30040,313.27119684073534,18.99427,area,,,,185.0,,,,,,,16723.387,13804.005,64237.31,96322.94,
28423,313.27124761017024,17.68261,area,,,,185.0,,,,,,,26604.115,27205.348,87815.945,82821.195,
27991,313.2712892581185,17.425041,area,,,,185.0,,,,,,,29024.91,30741.236,221834.02,218982.22,
27016,313.2713396073903,16.489876,area,,,,185.0,,,,,,,36641.18,34823.477,100815.16,95153.47,
27556,313.2713412702391,17.090918,area,,,,185.0,,,,,,,31414.451,33254.91,339823.78,347660.56,
24877,313.2714208826663,14.723928,area,,,,185.0,,,,,,,42593.758,39383.43,94530.195,81404.88,
31712,313.30725207358034,20.414593,area,,,,185.0,2321.0,[M+H-H2O]+,,2.0,31712;31713,330.31081,0.0,0.0,5445.7324,5961.4795,
4813,314.08936865534577,2.5734,area,,,,185.0,,,,,,,0.0,0.0,36045.848,66651.45,
19368,314.0975653338729,9.689792,area,,,,185.0,1548.0,[M+Na]+,,2.0,19383;19368,291.10868,0.0,0.0,906.81805,861.40497,
4439,314.1141637826695,2.2822833,area,,,,185.0,517.0,[M+H]+,,2.0,4439;4455,313.10599,0.0,0.0,1704.4707,1724.2754,
8862,314.1681796763638,4.086733,area,,,,185.0,958.0,[M+H]+,,2.0,8862;8863,313.16112,0.0,0.0,755.7992,913.8861,
4163,314.1685248017243,2.0255418,area,,,,185.0,465.0,[M+H]+,,2.0,4163;4065,313.16132,0.0,0.0,1117.0771,1014.6154,
32033,314.30306095955393,20.586384,area,,,,185.0,2332.0,[M+NH4]+,,2.0,32033;32032,296.26956,0.0,0.0,1095.2075,1099.712,
2706,314.9559171323408,1.579525,area,,,,185.0,207.0,[M+K]+,,2.0,2706;2619,275.99271,0.0,0.0,583.0424,827.2963,
11219,315.0816650476929,5.2213416,area,,,,185.0,1098.0,[M+K]+,,10.0,11216;11215;11223;11192;11197;11224;11217;11219;11226;11218,276.11878,0.0,0.0,6679.3594,8069.8906,
9968,315.0934394472192,4.602333,area,,,,185.0,1033.0,[M+Na]+,,2.0,9942;9968,292.10412,0.0,0.0,1716.276,2297.3677,
8218,315.0938122173373,3.7258832,area,,,,185.0,935.0,[M+Na]+,,2.0,8218;8194,292.10393,0.0,0.0,451.32855,234.49591,
20649,315.1314382666268,10.789776,area,,,,185.0,1627.0,[M+K]+,,2.0,20649;20585,276.16816,0.0,0.0,2413.9453,1399.23,
8593,315.1526177544497,3.8978167,area,,,,185.0,948.0,[M+H-H2O]+,,2.0,8562;8593,332.15583,0.0,0.0,1645.0402,2054.5518,
24178,315.1903115486228,14.115126,area,,,,185.0,,,,,,,20.808792,17.951384,68747.484,73106.89,
23723,315.19097779650906,13.737916,area,,,,185.0,1825.0,[M+Na]+,,2.0,23705;23723,292.20151,18.67773,17.951384,11588.713,12197.3125,
23318,315.19172997171216,13.374589,area,,,,185.0,,,,,,,18.67773,0.0,5092.665,6171.1206,
25569,315.19276698801866,15.263737,area,,,,185.0,1949.0,[M+H]+,,1.0,25585,314.1859,138.10822,189.29031,11285.466,12263.2705,
26341,315.2286942982236,15.980467,area,,,,185.0,2001.0,[M+H-H2O]+,,2.0,26383;26341,332.23244,0.0,0.0,638.4849,777.4017,
25238,315.22948022096216,15.01795,area,,,,185.0,1918.0,[M+H-H2O]+,,2.0,25238;25232,332.23297,0.0,0.0,916.8002,904.88617,
25775,315.22999594676617,15.447599,area,,,,185.0,1960.0,[M+H-H2O]+,,2.0,25775;25760,332.23289,0.0,0.0,655.5237,531.26825,
22664,315.2502721690799,12.715017,area,,,,185.0,1754.0,[M+H]+,,2.0,22664;22665,314.24355,0.0,0.0,937.5958,862.523,
32466,315.25045796801135,20.80245,area,,,,185.0,2348.0,[M+H]+,,1.0,32467,314.24308,877.4044,783.1633,512.7484,492.24506,
23335,316.1939243286871,13.333841,area,,,,185.0,1791.0,[M+Na]+,,2.0,23335;23334,293.20491,0.0,0.0,1395.9164,1142.3448,
24223,316.2245274187509,14.158508,area,,,,185.0,,,,,,,0.0,0.0,28922.064,31743.867,
1746,316.86692867153715,1.3729084,area,,,,185.0,99.0,[M+K]+,,2.0,1746;1745,277.90372,0.0,0.0,2660.5017,2728.6294,
4493,317.07546361179084,2.3335,area,,,,185.0,524.0,[M+Na]+,,2.0,4493;4492,294.08661,0.0,0.0,780.5207,876.1817,
3899,317.07564445861766,1.8886083,area,,,,185.0,395.0,[M+H]+,,1.0,3903,316.06824,0.0,0.0,1301.8135,1256.8687,
1926,317.07686249503826,1.3048611,area,,,,185.0,72.0,[M+H]+,,2.0,1871;1926,316.06869,0.0,19.41571,565.678,518.7095,
27885,317.1133709706322,17.364817,area,,,,185.0,2107.0,[M+K]+,,3.0,27913;27891;27885,278.14982,332.6939,153.78342,910.1935,879.1689,
14950,317.14736220406706,6.871275,area,,,,185.0,1247.0,[M+H]+,,2.0,14952;14950,316.1404,0.0,0.0,38587.01,40419.035,
18508,317.14740567339567,8.933958,area,,,,185.0,1470.0,[M+H]+,,2.0,18508;18509,316.13996,0.0,0.0,110692.695,108511.73,
9789,317.19069581480994,4.496146,area,,,,185.0,,,,,,,1330.2334,1505.0582,839.8239,991.1849,
11563,317.1913427571122,5.378187,area,,,,,,,,,,,771.45184,812.70984,169.73901,254.5909,
25435,317.2066759008495,15.1358,area,,,,185.0,1935.0,[M+H]+,,2.0,25426;25435,316.19879,72.29048,0.0,18002.996,7152.179,
27116,317.2069140157925,16.65279,area,,,,185.0,2049.0,[M+Na]+,,2.0,27095;27116,294.21805,144.37842,71.643936,18408.178,20539.428,
26834,317.20695683737034,16.515434,area,,,,185.0,2030.0,[M+K]+,,2.0,26860;26834,278.24317,144.37842,71.643936,26215.225,29431.299,
20920,317.2070021785156,10.848628,area,,,,185.0,,,,,,,0.0,18.82323,5416.985,5901.22,
27367,317.2070307369578,16.87635,area,,,,185.0,2070.0,[M+Na]+,,3.0,27368;27365;27367,294.21732,144.37842,23.695404,27026.762,30748.72,
25055,317.2073093199397,14.759639,area,,,,185.0,1906.0,[M+K]+,,2.0,25055;25020,278.2442,0.0,20.11448,17850.93,21072.805,
31776,317.2454113502356,20.476885,area,,,,185.0,2323.0,[M+H]+,,1.0,31778,316.23805,20.803864,23.895365,1214.5011,1541.0494,
22142,317.26613421765785,12.254073,area,,,,185.0,1714.0,[M+H]+,,2.0,22143;22142,316.25873,0.0,18.695976,621.92944,534.9058,
23725,317.26634218255776,13.81472,area,,,,185.0,1823.0,[M+H]+,,1.0,23727,316.25913,255.01189,128.39659,1531.9363,1623.4048,
31920,317.2812199123321,20.534843,area,,,,185.0,2325.0,[M+H-H2O]+,,2.0,31915;31920,334.28549,0.0,0.0,293.14108,222.28264,
3056,317.95522893874886,1.665525,area,,,,185.0,283.0,[M+K]+,,3.0,3208;3056;3513,278.99201,0.0,0.0,4832.06,4581.756,
3213,318.05087829399633,1.68275,area,,,,185.0,282.0,[M+H]+,,3.0,3550;3213;3490,317.04387,0.0,0.0,651.5015,734.5089,
4946,318.16271146979574,2.5734,area,,,,185.0,622.0,[M+NH4]+,,2.0,5070;4946,300.12828,0.0,0.0,343.52603,1076.9851,
8195,318.1890490169323,3.7086167,area,,,,185.0,934.0,[M+NH4]+,,3.0,8160;8159;8195,300.15511,0.0,0.0,1039.5536,874.14374,
6552,318.19008013034903,3.189022,area,,,,185.0,741.0,[M+NH4]+,,2.0,6553;6552,300.15571,0.0,28.829647,1600.6171,2086.917,
24301,318.29748239259004,14.227433,area,,,,185.0,1864.0,[M+NH4]+,,6.0,24299;24302;24305;24303;24301;24298,300.26383,0.0,0.0,818.77264,887.8612,
3674,318.97121463953727,1.7515249,area,,,,185.0,354.0,[M+Na]+,,2.0,3674;3215,295.98212,0.0,0.0,4062.2383,4666.9487,
18638,319.11286734167896,9.030617,area,,,,185.0,1489.0,[M+Na]+,,3.0,18632;18635;18638,296.12379,0.0,27.446747,3125.9448,3006.9824,
12478,319.1258870484822,5.7369084,area,,,,185.0,1161.0,[M+NH4]+,,2.0,12478;12457,301.09263,0.0,0.0,654.9655,565.1267,
9173,319.12662824782115,4.189975,area,,,,185.0,979.0,[M+NH4]+,,2.0,9173;9172,301.09337,0.0,0.0,774.6118,1071.4557,
19321,319.18823577963866,9.647767,area,,,,185.0,,,,,,,0.0,20.104666,10149.578,9799.885,
29225,319.200848607315,18.52425,area,,,,185.0,2203.0,[M+K]+,,3.0,29212;29213;29225,280.23801,0.0,0.0,150.87822,180.5839,
28321,319.2219489981956,17.725235,area,,,,185.0,2141.0,[M+Na]+,,2.0,28277;28321,296.23246,156.23175,120.65347,14177.396,14813.33,
22090,319.2220697130232,12.1305,area,,,,185.0,1702.0,[M+Na]+,,2.0,22090;22100,296.23287,0.0,0.0,11505.436,12335.258,
24703,319.2221926652088,14.620945,area,,,,185.0,,,,,,,42.14251,58.463554,19675.23,23238.605,
26183,319.2226460618115,15.855534,area,,,,185.0,1980.0,[M+Na]+,,2.0,26183;26208,296.23328,165.16289,293.3289,15124.172,17593.986,
22562,319.2226870316558,12.624313,area,,,,185.0,,,,,,,23.034554,18.441067,9542.738,8961.602,
29381,319.2458822810629,18.650871,area,,,,185.0,2215.0,[M+H]+,,2.0,29395;29394,318.2381,473.64185,501.10107,156.68918,181.57462,
27953,319.2606177125849,17.4239,area,,,,185.0,2112.0,[M+H-H2O]+,,2.0,27953;27955,336.26376,0.0,0.0,2053.9407,2032.9562,
29881,319.281631730356,19.036808,area,,,,185.0,2247.0,[M+H]+,,4.0,29881;29875;29866;29870,318.27448,2804.373,2337.1506,20565.393,20682.947,
4388,320.1016504907863,2.2308834,area,,,,185.0,509.0,[M+Na]+,,3.0,4399;4388;4385,297.11278,0.0,0.0,1694.0446,1587.2325,
11050,320.1111465234345,5.1525164,area,,,,185.0,1085.0,[M+H]+,,2.0,11051;11050,319.10352,0.0,0.0,629.40753,765.0919,
13412,320.13206075216965,6.115025,area,,,,185.0,1197.0,[M+K]+,,2.0,13615;13412,281.16981,0.0,0.0,341.52402,315.2912,
10852,320.1455148839468,5.0493917,area,,,,185.0,1077.0,[M+Na]+,,2.0,10851;10852,297.15619,0.0,0.0,561.0108,714.07556,
4164,320.1565482228257,2.0255418,area,,,,185.0,463.0,[M+Na]+,,2.0,4161;4164,297.16707,0.0,0.0,608.1973,736.64307,
17188,320.18351234452814,7.9712415,area,,,,185.0,,,,,,,0.0,0.0,3720.4795,3840.8257,
25594,321.01382126005865,15.263737,area,,,,185.0,1954.0,[M+Na]+,,2.0,25597;25594,298.02467,1147.5457,1303.2496,136.18695,104.69848,
11192,321.0902086778774,5.2213416,area,,,,185.0,1098.0,[M-H+2Na]+,,7.0,11216;11215;11223;11197;11192;11217;11219,276.11878,0.0,0.0,817.85095,1051.7719,
5991,321.10547188189014,2.9526167,area,,,,185.0,682.0,[2M-H+2Na]+,,2.0,5991;5984,138.06702,0.0,0.0,1157.6781,1467.3364,
14510,321.1420737320094,6.664817,area,,,,185.0,1230.0,[M+NH4]+,,2.0,14510;14509,303.10863,0.0,0.0,1201.7759,1163.0784,
11744,321.14225551352,5.462,area,,,,185.0,1130.0,[M+H]+,,4.0,11744;11746;11748;11756,320.13493,0.0,0.0,39671.133,41951.594,
10093,321.1443081147335,4.685806,area,,,,185.0,1037.0,[M+H]+,,6.0,10073;10095;10097;10053;10077;10093,320.13501,0.0,18.229763,38373.094,51537.29,
22020,321.20282904184387,12.109758,area,,,,185.0,1701.0,[M+H-H2O]+,,2.0,22004;22020,338.20666,18.548956,20.528233,2249.4807,2222.077,
27876,321.2171352848542,17.35495,area,,,,185.0,2101.0,[M+K]+,,2.0,27875;27876,282.25421,0.0,0.0,262.94666,322.9411,
23726,321.2382325745307,13.638233,area,,,,185.0,1818.0,[M+Na]+,,2.0,23726;23722,298.24879,0.0,19.850492,8671.959,9407.262,
2063,322.042032888589,1.4419501,area,,,,185.0,131.0,[M+Na]+,,2.0,2064;2063,299.0529,0.0,0.0,4925.7827,4707.784,
4454,322.04208726152893,2.2993333,area,,,,185.0,518.0,[M+Na]+,,2.0,4453;4454,299.05308,0.0,0.0,1473.1472,1602.7362,
4517,323.1125674496144,2.3507915,area,,,,185.0,532.0,[M+Na]+,,3.0,4516;4550;4517,300.12412,0.0,0.0,14810.056,14553.3545,
6553,323.1443881002275,3.227625,area,,,,185.0,741.0,[M+Na]+,,2.0,6553;6552,300.15571,0.0,0.0,5447.1343,6836.9893,
8159,323.14442832674666,3.69135,area,,,,185.0,934.0,[M+Na]+,,3.0,8160;8159;8195,300.15511,0.0,0.0,1472.9323,1150.2314,
11745,323.1466911564888,5.462,area,,,,185.0,1127.0,[M+NH4]+,,2.0,11578;11745,305.11351,0.0,0.0,1206.7157,1788.7268,
18772,323.1822585733601,9.14485,area,,,,185.0,1498.0,[M+H-H2O]+,,2.0,18774;18772,340.18578,0.0,24.469242,3999.7964,17455.59,
12637,323.1827898127888,5.839925,area,,,,185.0,1177.0,[2M+H-H2O]+,,2.0,12637;12634,170.0935,0.0,0.0,5470.7427,7961.3267,
22447,323.2179392529813,12.551017,area,,,,185.0,1741.0,[M+NH4]+,,2.0,22447;22442,305.18507,19.92323,0.0,2655.0864,4096.957,
19152,323.2179541540293,9.543639,area,,,,185.0,1536.0,[M+Na]+,,2.0,19136;19152,300.22827,17.083406,0.0,3587.9016,3677.1455,
21949,323.21887964254074,11.993183,area,,,,185.0,1695.0,[M+H]+,,2.0,21911;21949,322.21189,0.0,0.0,5532.5566,5353.9136,
23583,323.21893847145856,13.501156,area,,,,185.0,1806.0,[M+H]+,,2.0,23583;23584,322.21177,0.0,20.369911,2849.3298,3257.4446,
24302,323.2530659765222,14.209633,area,,,,185.0,1864.0,[M+Na]+,,4.0,24299;24302;24303;24301,300.26383,21.082592,22.057852,68582.336,72159.04,
3965,325.04042800724415,1.9228749,area,,,,185.0,401.0,[M+H]+,,2.0,3932;3965,324.0333,0.0,0.0,1852.5505,1632.0944,
4611,325.04091399561776,2.4703417,area,,,,185.0,537.0,[M+H]+,,2.0,4611;4616,324.0337,0.0,0.0,2233.4976,2190.501,
6433,325.1344901896773,3.1589417,area,,,,185.0,731.0,[M+Na]+,,2.0,6433;6432,302.14538,0.0,0.0,2321.2944,3188.9307,
5625,325.1598581903337,2.7980666,area,,,,185.0,662.0,[2M+Na]+,,2.0,5542;5625,151.08621,0.0,0.0,3139.8572,3012.05,
4165,325.1848688023303,2.0255418,area,,,,185.0,464.0,[M+NH4]+,,2.0,4165;4195,307.15037,0.0,0.0,1287.2662,1538.8025,
19301,325.1985352099103,9.620983,area,,,,185.0,,,,,,,0.0,0.0,34757.88,31656.402,
25658,325.1987628118209,15.332363,area,,,,25.0,1956.0,[M+H]+,,1.0,25659,324.19099,740.2985,628.70447,761.2461,764.3181,
25520,325.2341681666595,15.297879,area,,,,185.0,1946.0,[M+H]+,,1.0,25522,324.22728,40.023094,39.584496,4674.598,4012.1423,
21442,325.2348743479554,11.477449,area,,,,185.0,1669.0,[M+H]+,,3.0,21425;21442;21444,324.22725,0.0,0.0,8175.764,8138.551,
8643,325.2571100600067,4.000867,area,,,,185.0,956.0,[M+NH4]+,,2.0,8792;8643,307.22345,0.0,0.0,382.40222,597.64996,
33480,325.2694406149854,21.41821,area,,,,185.0,2380.0,[M+Na]+,,2.0,33480;33733,302.27996,622.36414,1438.9966,1555.4971,2510.2903,
26835,325.2701055182862,16.464447,area,,,,185.0,2028.0,[M+H-H2O]+,,2.0,26835;26862,342.27416,21.854582,21.185104,1302.7565,1311.2833,
29010,325.27055186823424,18.385357,area,,,,185.0,2188.0,[M+H]+,,1.0,29011,324.26348,40.55545,19.279495,2717.3008,2653.041,
2491,325.9599367434352,1.545125,area,,,,185.0,186.0,[M+K]+,,2.0,2491;2488,286.99691,0.0,0.0,334.4437,291.89246,
5905,326.1300464649203,2.9183333,area,,,,185.0,691.0,[M+Na]+,,2.0,5867;5905,303.14093,0.0,0.0,1658.837,3070.4272,
4320,326.16883786934415,2.1626167,area,,,,185.0,495.0,[M+H]+,,2.0,4320;4321,325.16141,0.0,0.0,1558.4851,2124.296,
23830,326.1724406901709,13.815358,area,,,,185.0,1826.0,[M+H]+,,2.0,23819;23830,325.16506,298.8341,420.4752,273.6886,293.04257,
19502,326.23046119329484,9.7757,area,,,,185.0,1556.0,[M+NH4]+,,2.0,19529;19502,308.19644,0.0,0.0,4071.1594,3924.524,
21117,326.23088860659084,11.168167,area,,,,185.0,1652.0,[M+NH4]+,,3.0,21117;21155;21085,308.19687,0.0,0.0,2016.1843,2196.7695,
20127,326.2663980883929,10.308808,area,,,,185.0,1586.0,[M+H]+,,1.0,20103,325.25913,0.0,0.0,316.01257,347.63635,
28765,326.267171013623,18.145943,area,,,,185.0,2168.0,[M+NH4]+,,2.0,28765;28770,308.2333,0.0,0.0,642.313,805.39075,
34365,326.30348822038343,22.226639,area,,,,,,,,,,,18.486624,15.715862,677.1957,551.7887,
3214,326.9797322531989,1.68275,area,,,,185.0,284.0,[M+K]+,,3.0,3214;3212;3206,288.01785,0.0,0.0,2212.885,2062.7317,
22563,327.0055329247389,12.5813875,area,,,,185.0,1748.0,[M+H]+,,1.0,22575,325.99829,51.678993,164.33969,870.21204,762.1809,
5256,327.1161281276564,2.6773417,area,,,,185.0,646.0,[M+H]+,,2.0,5280;5256,326.1094,0.0,0.0,7963.704,12038.557,
9673,327.1347344348187,4.447583,area,,,,185.0,,,,,,,0.0,0.0,62929.086,77574.3,
33533,327.1984124138971,21.39255,area,,,,185.0,2379.0,[M+H]+,,2.0,33732;33533,326.19124,2805.4048,3139.7412,184.36801,504.0102,
12949,327.2142157741944,5.9431334,area,,,,185.0,1182.0,[M+H-H2O]+,,2.0,12949;12919,344.21721,0.0,0.0,6315.363,7255.1396,
14951,327.2142471680864,6.871275,area,,,,185.0,1253.0,[M+H-H2O]+,,3.0,14951;14954;14953,344.2173,0.0,0.0,7242.2383,6286.214,
25318,327.25011025685615,15.032555,area,,,,185.0,1925.0,[M+H-H2O]+,,5.0,25345;25318;25346;25321;25337,344.25335,116.74008,70.992256,30588.088,31270.383,
28515,327.25014337680034,17.930696,area,,,,185.0,2153.0,[M+H]+,,3.0,28516;28517;28518,326.24296,312.75763,141.57977,35751.27,36108.53,
21062,327.2505406500223,11.227116,area,,,,185.0,,,,,,,139.52936,85.633286,9797.364,8274.9795,
23147,327.2506971099327,13.241163,area,,,,185.0,1787.0,[M+H-H2O]+,,3.0,23147;23150;23200,344.25365,88.988655,158.56683,52330.27,53241.473,
2492,327.90103349729407,1.545125,area,,,,185.0,187.0,[M+K]+,,3.0,2517;2489;2492,288.93759,0.0,0.0,1329.8632,1118.1119,
3065,327.9966727696092,1.66555,area,,,,185.0,248.0,[M+Na]+,,2.0,3065;3084,305.00669,0.0,0.0,1034.9762,1034.7902,
4546,328.028134778203,2.4020333,area,,,,185.0,534.0,[M+Na]+,,2.0,4545;4546,305.03913,0.0,0.0,475.91986,350.8609,
4248,328.12387557684855,2.094125,area,,,,185.0,490.0,[M+Na]+,,2.0,4248;4260,305.13395,0.0,0.0,219.52968,317.48904,
9651,328.1339572395261,4.430458,area,,,,185.0,,,,,,,0.0,0.0,61497.26,78127.51,
4343,328.1842983939765,2.1966915,area,,,,185.0,501.0,[M+H]+,,3.0,4310;4343;4352,327.17694,0.0,0.0,2769.3906,2549.6372,
22477,328.2095970958264,12.508775,area,,,,185.0,1740.0,[M+NH4]+,,5.0,22477;22490;22491;22463;22478,310.17578,0.0,0.0,743.4541,1182.1107,
17658,328.246311673057,8.332142,area,,,,185.0,1422.0,[M+NH4]+,,2.0,17784;17658,310.21242,0.0,0.0,532.5121,705.0258,
2708,328.9167445727728,1.579525,area,,,,185.0,212.0,[2M+Na]+,,2.0,2708;2691,152.96377,0.0,0.0,972.32526,1016.58813,
2944,329.0171739833972,1.648325,area,,,,185.0,235.0,[M+Na]+,,2.0,2985;2944,306.02775,0.0,0.0,5982.9263,5557.691,
4328,329.0548142050068,2.1795666,area,,,,185.0,497.0,[M+H]+,,1.0,4311,328.04769,0.0,0.0,209.28006,270.749,
5257,329.131680678236,2.6773417,area,,,,185.0,647.0,[M+H]+,,2.0,5257;5281,328.12477,0.0,0.0,16859.682,26271.791,
19761,329.1691029421132,9.944211,area,,,,185.0,1568.0,[M+Na]+,,2.0,19760;19761,306.1801,19.182722,0.0,4243.217,4439.909,
20306,329.16982779984914,10.446358,area,,,,185.0,,,,,,,0.0,0.0,23399.348,22635.982,
22934,329.1698626493071,12.997395,area,,,,185.0,1770.0,[M+Na]+,,3.0,22932;22930;22934,306.18006,0.0,17.689518,10480.834,11312.72,
20718,329.1698685031005,10.789842,area,,,,185.0,1628.0,[M+Na]+,,2.0,20716;20718,306.18062,0.0,0.0,11647.789,11710.138,
21154,329.16993709337163,11.202492,area,,,,185.0,1653.0,[M+Na]+,,2.0,21154;21152,306.18035,0.0,0.0,7725.324,11391.54,
18639,329.17000120392663,9.036833,area,,,,185.0,1485.0,[M+Na]+,,2.0,18639;18633,306.18097,0.0,0.0,8303.257,8155.0547,
22021,329.1707491620978,12.037049,area,,,,185.0,,,,,,,0.0,19.107956,19937.6,20510.314,
26381,329.1925589809291,15.994328,area,,,,185.0,2002.0,[M+H]+,,1.0,26367,328.18671,0.0,25.63132,609.6897,679.7277,
20882,329.20658021987833,10.927067,area,,,,185.0,1640.0,[M+Na]+,,2.0,20879;20882,306.21746,0.0,0.0,1888.9792,1967.2437,
23461,329.20777664129395,13.420895,area,,,,185.0,1800.0,[M+Na]+,,2.0,23461;23490,306.21785,0.0,18.982962,4708.1577,5380.9756,
26553,329.2448979111124,16.186565,area,,,,185.0,2013.0,[M+H-H2O]+,,2.0,26553;26554,346.24807,0.0,0.0,10279.35,9222.927,
24613,329.24578426844323,14.502684,area,,,,185.0,1887.0,[M+H-H2O]+,,2.0,24555;24613,346.24868,0.0,0.0,1515.6002,965.87476,
23063,329.2660745939754,12.95885,area,,,,185.0,,,,,,,334.39377,145.51942,24886.906,27546.611,
25008,329.2662563834043,14.989412,area,,,,185.0,,,,,,,152.20982,103.33537,6386.58,59094.6,
25521,329.2665694393574,15.23778,area,,,,185.0,,,,,,,42.615707,47.28038,79755.4,92206.57,
30567,329.281120363984,19.64125,area,,,,185.0,2278.0,[M+H-H2O]+,,2.0,30593;30567,346.28417,0.0,0.0,6721.912,6875.9976,
5842,330.1072739407938,2.8667917,area,,,,185.0,687.0,[M+Na]+,,2.0,5842;5850,307.11804,0.0,0.0,437.40738,694.0543,
34129,330.29760647333046,21.681568,area,,,,185.0,2393.0,[M+NH4]+,,3.0,34129;34128;34130,312.26454,0.0,0.0,583.88995,666.8337,
21761,331.1854412220289,11.786875,area,,,,185.0,1684.0,[M+Na]+,,3.0,21759;21760;21761,308.19606,0.0,0.0,23733.773,25683.186,
19529,331.1854556126441,9.874822,area,,,,185.0,1556.0,[M+Na]+,,2.0,19529;19502,308.19644,19.079817,0.0,48318.348,47336.883,
20883,331.1855136436044,10.927067,area,,,,185.0,1642.0,[M+Na]+,,4.0,20880;20855;20881;20883,308.19575,0.0,0.0,39588.094,39476.53,
21155,331.18554078542866,11.202492,area,,,,185.0,1652.0,[M+Na]+,,3.0,21117;21155;21085,308.19687,0.0,0.0,46931.44,46102.523,
19059,331.18563017935,9.415125,area,,,,185.0,1527.0,[M+Na]+,,3.0,19124;19111;19059,308.19579,0.0,0.0,22348.904,21879.914,
30520,331.2210259093265,19.61094,area,,,,185.0,2279.0,[M+Na]+,,2.0,30857;30520,308.23203,50.384785,21.984253,7200.6304,7393.0244,
28770,331.2224729641985,18.136583,area,,,,185.0,2168.0,[M+Na]+,,2.0,28765;28770,308.2333,59.770416,116.03071,3351.6094,3348.572,
18733,331.24540134637243,9.105509,area,,,,185.0,1486.0,[M+H]+,,3.0,18642;18641;18733,330.23792,0.0,0.0,627.37427,715.8769,
29500,331.2604280077257,18.747467,area,,,,185.0,2219.0,[M+H]+,,2.0,29486;29500,330.25326,0.0,0.0,966.3545,830.437,
29936,331.2606003627815,19.074024,area,,,,185.0,2250.0,[M+H]+,,1.0,29941,330.2533,0.0,0.0,548.92676,543.50684,
32334,331.28156076457145,20.5971,area,,,,185.0,,,,,,,3908.293,1211.5142,13848.12,13110.48,
27698,331.2817092204861,17.321629,area,,,,185.0,,,,,,,28184.523,451129.75,618833.8,631231.44,
27017,331.281767850357,16.807274,area,,,,185.0,,,,,,,8202.402,97573.89,156279.48,164290.61,
